,diff,pcr,optionSignal,vWap,price,vWapSignal,time,call,put,date
19,"{'value': '-9580650', 'colorCode': 2}","{'value': '0.66', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19728.00', 'colorCode': 0}","{'value': '19705', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",1245,28201100,18620450,28/07/2023
20,"{'value': '-7816500', 'colorCode': 2}","{'value': '0.72', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19726.00', 'colorCode': 0}","{'value': '19720', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",1315,28186750,20370250,28/07/2023
21,"{'value': '-9464900', 'colorCode': 2}","{'value': '0.67', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19725.00', 'colorCode': 0}","{'value': '19683', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",1345,28999250,19534350,28/07/2023
22,"{'value': '-10180200', 'colorCode': 2}","{'value': '0.66', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19723.00', 'colorCode': 0}","{'value': '19705', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",1415,29837600,19657400,28/07/2023
23,"{'value': '-7222400', 'colorCode': 2}","{'value': '0.74', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19722.00', 'colorCode': 0}","{'value': '19708', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",1445,27421350,20198950,28/07/2023
24,"{'value': '-3025450', 'colorCode': 2}","{'value': '0.85', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19727.00', 'colorCode': 0}","{'value': '19759', 'colorCode': 0}","{'value': 'BUY', 'colorCode': 1}",1515,20571250,17545800,28/07/2023
0,"{'value': '-110300', 'colorCode': 2}","{'value': '0.98', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19848.00', 'colorCode': 0}","{'value': '19847', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",930,6589400,6479100,01/08/2023
1,"{'value': '-1160950', 'colorCode': 2}","{'value': '0.90', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19850.00', 'colorCode': 0}","{'value': '19841', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",945,11083150,9922200,01/08/2023
2,"{'value': '465200', 'colorCode': 1}","{'value': '1.04', 'colorCode': 1}","{'type': 'BUY', 'colorCode': 1}","{'value': '19851.00', 'colorCode': 0}","{'value': '19858', 'colorCode': 0}","{'value': 'BUY', 'colorCode': 1}",1000,11960850,12426050,01/08/2023
0,"{'value': '-110300', 'colorCode': 2}","{'value': '0.98', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19848.00', 'colorCode': 0}","{'value': '19847', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",930,6589400,6479100,01/08/2023
1,"{'value': '-1160950', 'colorCode': 2}","{'value': '0.90', 'colorCode': 2}","{'type': 'SELL', 'colorCode': 2}","{'value': '19850.00', 'colorCode': 0}","{'value': '19841', 'colorCode': 0}","{'value': 'SELL', 'colorCode': 2}",945,11083150,9922200,01/08/2023
2,"{'value': '465200', 'colorCode': 1}","{'value': '1.04', 'colorCode': 1}","{'type': 'BUY', 'colorCode': 1}","{'value': '19851.00', 'colorCode': 0}","{'value': '19858', 'colorCode': 0}","{'value': 'BUY', 'colorCode': 1}",1000,11960850,12426050,01/08/2023
3,"{'value': '1407550', 'colorCode': 1}","{'value': '1.11', 'colorCode': 1}","{'type': 'BUY', 'colorCode': 1}","{'value': '19851.00', 'colorCode': 0}","{'value': '19861', 'colorCode': 0}","{'value': 'BUY', 'colorCode': 1}",1015,12792400,14199950,01/08/2023
